tmdb_id,title,release_date,release_year,language,genres,popularity,vote_average,vote_count,overview,cast,director,keywords
535172,Disco Raja,2020-01-24,2020,te,"[28, 878, 53]",0.6477,6.5,11,"Found frozen and brain-dead in Ladakh, Vasu is brought back to life but with no memories of who he was, until he starts to regain his past and piece it together to find the people responsible for his murder.",raviteja bobbysimha sunilvarma payalrajput tanyahope,vianand,
721109,Bhanumathi & Ramakrishna,2020-07-03,2020,te,"[35, 18, 10749]",0.6978,6.4,8,"Ramakrishna migrates to Hyderabad from Tenali, in search of greener pastures and meets Bhanumathi - a no-nonsense urban woman. Seeking out love in your thirties, post-breakup stress, and the cultural difference between urban and rural India make up the story.",naveenchandra salonyluthra harshachemudu shalinivadnikatti rajachembolu,srikanthnagothi,workplace romance
718693,Naked,2020-06-27,2020,te,"[10749, 18]",0.4975,1.2,4,Story of a married couple in whose house a servant boy works. The couple are constantly fighting and on the verge of a break-up and then one day something happens which puts all 3 of them through a dizzying tension.,sweety muni deepak,ramgopalvarma,
677096,Pressure Cooker,2020-02-21,2020,te,"[35, 18]",0.5409,5.6,4,"A young man faces immense pressure from his family to move to America, get a job and have his life settled abroad.",preethiasrani saironak c.v.l.narasimharao jhansi keshavdeepak,sushilkarampuri,
690565,Colour Photo,2020-10-23,2020,te,"[18, 10749]",0.4334,7.2,21,"Jayakrishna is a dark-skinned guy who falls head over heels on Deepu but keeps his feelings to himself. As time passes by, a gang in his college beats him up and this issue brings Deepu closer to him. Slowly the friendship turns into love and this does not go well with Deepu’s brother Rama Raju. The rest of the story is as to how the couple reunites after facing several problems.",suhas chandinichowdary sunilvarma harshachemudu divyasripada,sandeepraj,
713235,Solo Brathuke So Better,2020-12-24,2020,te,"[35, 10749]",0.868,5.4,8,Virat is a new-age baba with a book of slokas that recite how singlehood is the best way of life and a bunch of loyal followers. But what happens when he gets a taste of his own medicine?,saidurghatej nabhanatesh rajendraprasad naresh raoramesh,subbumangadevi,
732957,Johaar,2020-08-14,2020,te,[18],0.3758,5.0,2,An anthology of 4 stories of people struggling to make their lives better and how those plans are thrown into disarray when a politician decides to divert welfare funds to satiate his ego.,nainaganguly estheranil chaitanyakrishna ankithkoyya rohini,tejamarni,
760981,Gatham,2020-11-06,2020,te,[],0.4155,5.7,5,"Rishi and his girlfriend Adithi are on their way to visit Rishi's father and their car breaks down. A stranger offers them a stay at his house. What is Rishi's connection with the stranger, and how does they come out of the weird situation",bhargavapoludasu rakeshgalebhe poojithakuraparthi lakshmibharadwaj harshavardhanpratap,kirankondamadugula,
659674,World Famous Lover,2020-02-14,2020,te,"[10749, 18]",0.5566,5.4,23,"An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, an uber-cool youngster romancing in the streets of Paris with his girlfriend Iza, Union Leader Srinu head over heels in love with his boss lady, and and the first college romance.",vijaydeverakonda raashiikhanna catherinetresa aishwaryarajesh izabelleleite,kranthimadhav,
748818,Orey Bujjiga,2020-10-01,2020,te,"[18, 10749]",0.4819,6.5,4,"Bujji and Krishnaveni run away on the same day to avoid getting married, leaving their village to believe that they have eloped. The two soon fall in love, unaware of their mutual circumstances.",rajtarun malavikanair hebahpatel posanikrishnamurali vaniviswanath,vijaykumarkonda,
687355,Valayam,2020-02-21,2020,te,"[18, 9648, 53]",0.58,5.5,2,"When his wife goes missing, Arvind must solve the mystery of her disappearance before time runs out and he becomes the prime suspect.",diganganasuryavanshi lakshchadalavada kalpalatha kireetidamaraju noelsean,rameshkadumula,
